sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
Other dogs associated with you and your ancestral sponsor will appear on your tomb house door and on asen ( memorial staffs ) in the Musee Historique collection associated with your reign ( Maupoil in Mercier 1952:65 ) .,Other/JJ dogs/NNS associated/VBN with/IN you/PRP and/CC your/PRP$ ancestral/JJ sponsor/NN will/MD appear/VB on/IN your/PRP$ tomb/NN house/NN door/NN and/CC on/IN asen/NN -LRB-/-LRB- memorial/NN staffs/NNS -RRB-/-RRB- in/IN the/DT Musee/NNP Historique/NNP collection/NN associated/VBN with/IN your/PRP$ reign/NN -LRB-/-LRB- Maupoil/NNP in/IN Mercier/NNP 1952:65/CD -RRB-/-RRB- ./.,"amod(dogs-2, Other-1) nsubj(appear-11, dogs-2) nsubj(appear-11', dogs-2) acl(dogs-2, associated-3) case(you-5, with-4) nmod:with(associated-3, you-5) cc(you-5, and-6) nmod:poss(sponsor-9, your-7) amod(sponsor-9, ancestral-8) nmod:with(associated-3, sponsor-9) conj:and(you-5, sponsor-9) aux(appear-11, will-10) root(ROOT-0, appear-11) conj:and(appear-11, appear-11') case(door-16, on-12) nmod:poss(door-16, your-13) compound(door-16, tomb-14) compound(door-16, house-15) nmod:on(appear-11, door-16) cc(appear-11, and-17) case(asen-19, on-18) nmod:on(appear-11', asen-19) compound(staffs-22, memorial-21) appos(asen-19, staffs-22) case(collection-28, in-24) det(collection-28, the-25) compound(collection-28, Musee-26) compound(collection-28, Historique-27) nmod:in(asen-19, collection-28) acl(collection-28, associated-29) case(reign-32, with-30) nmod:poss(reign-32, your-31) nmod:with(associated-29, reign-32) dep(asen-19, Maupoil-34) case(Mercier-36, in-35) nmod:in(Maupoil-34, Mercier-36) nummod(Mercier-36, 1952:65-37)  ",dogs,2,"amod(dogs-2, Other-1) acl(dogs-2, associated-3) nsubj(appear-11, dogs-2) ",Other dogs associated with you and your,NNS,[],appear,VB,subject,appear,appear,,,[],[],[],[],[],[],,[],[],[],[],['Other'],[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
One of these works portrays a rectangular house surmounted by a lion and dog .,One/CD of/IN these/DT works/NNS portrays/VBZ a/DT rectangular/JJ house/NN surmounted/VBN by/IN a/DT lion/NN and/CC dog/NN ./.,"nsubj(portrays-5, One-1) case(works-4, of-2) det(works-4, these-3) nmod:of(One-1, works-4) root(ROOT-0, portrays-5) det(house-8, a-6) amod(house-8, rectangular-7) dobj(portrays-5, house-8) acl(house-8, surmounted-9) case(lion-12, by-10) det(lion-12, a-11) nmod:by(surmounted-9, lion-12) cc(lion-12, and-13) nmod:by(surmounted-9, dog-14) conj:and(lion-12, dog-14)  ",dog,14,"nmod:by(surmounted-9, dog-14) conj:and(lion-12, dog-14) ",surmounted by a lion and dog .,NN,[],,,,,,,,,"[('by', 'surmounted')]",['by'],['surmounted'],[],[],,"[('and', 'lion')]",['and'],['lion'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"<p> Another asen , this one with somewhat more complex imagery , portrays a dog surmounting a horse ; an umbrella in turn surmounts the dog ( Fig.","<p>/RB Another/DT asen/NN ,/, this/DT one/NN with/IN somewhat/RB more/RBR complex/JJ imagery/NN ,/, portrays/VBZ a/DT dog/NN surmounting/VBG a/DT horse/NN ;/: an/DT umbrella/NN in/IN turn/NN surmounts/VBZ the/DT dog/NNP -LRB-/-LRB- Fig/NNP ./.","advmod(portrays-13, <p>-1) det(asen-3, Another-2) nsubj(portrays-13, asen-3) det(one-6, this-5) appos(asen-3, one-6) case(imagery-11, with-7) advmod(complex-10, somewhat-8) advmod(complex-10, more-9) amod(imagery-11, complex-10) nmod:with(one-6, imagery-11) root(ROOT-0, portrays-13) det(dog-15, a-14) dobj(portrays-13, dog-15) acl(dog-15, surmounting-16) det(horse-18, a-17) dobj(surmounting-16, horse-18) det(umbrella-21, an-20) nsubj(surmounts-24, umbrella-21) case(turn-23, in-22) nmod:in(umbrella-21, turn-23) parataxis(portrays-13, surmounts-24) det(Fig-28, the-25) compound(Fig-28, dog-26) dobj(surmounts-24, Fig-28)  ",dog,15,"det(dog-15, a-14) acl(dog-15, surmounting-16) dobj(portrays-13, dog-15) ","complex imagery , portrays a dog surmounting a horse ; an",NN,[],portrays,VBZ,object,,,portrays,portray,[],[],[],[],[],['a'],indefinite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,singular,['A+N'],countable,unknown
"<p> Another asen , this one with somewhat more complex imagery , portrays a dog surmounting a horse ; an umbrella in turn surmounts the dog ( Fig.","<p>/RB Another/DT asen/NN ,/, this/DT one/NN with/IN somewhat/RB more/RBR complex/JJ imagery/NN ,/, portrays/VBZ a/DT dog/NN surmounting/VBG a/DT horse/NN ;/: an/DT umbrella/NN in/IN turn/NN surmounts/VBZ the/DT dog/NNP -LRB-/-LRB- Fig/NNP ./.","advmod(portrays-13, <p>-1) det(asen-3, Another-2) nsubj(portrays-13, asen-3) det(one-6, this-5) appos(asen-3, one-6) case(imagery-11, with-7) advmod(complex-10, somewhat-8) advmod(complex-10, more-9) amod(imagery-11, complex-10) nmod:with(one-6, imagery-11) root(ROOT-0, portrays-13) det(dog-15, a-14) dobj(portrays-13, dog-15) acl(dog-15, surmounting-16) det(horse-18, a-17) dobj(surmounting-16, horse-18) det(umbrella-21, an-20) nsubj(surmounts-24, umbrella-21) case(turn-23, in-22) nmod:in(umbrella-21, turn-23) parataxis(portrays-13, surmounts-24) det(Fig-28, the-25) compound(Fig-28, dog-26) dobj(surmounts-24, Fig-28)  ",dog,26,"compound(Fig-28, dog-26) ",umbrella in turn surmounts the dog ( Fig.,NNP,[],surmounts,VBZ,object,,,surmounts,surmount,[],[],[],[],[],[],,[],[],[],['Fig'],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,singular,[],unknown,unknown
"The image of a bat , suspended from the horse 's saddle , draws together the essential identifying features of your sponsoring ancestor , since the word for bat , avunso , incorporates the phonemes linked to both this ancestor 's name ( "" dog "" AVUN ) and residence ( "" horse so bridle "" ) .","The/DT image/NN of/IN a/DT bat/NN ,/, suspended/VBN from/IN the/DT horse/NN 's/POS saddle/NN ,/, draws/VBZ together/RP the/DT essential/JJ identifying/CD features/NNS of/IN your/PRP$ sponsoring/JJ ancestor/NN ,/, since/IN the/DT word/NN for/IN bat/NN ,/, avunso/NN ,/, incorporates/VBZ the/DT phonemes/NNS linked/VBN to/TO both/DT this/DT ancestor/NN 's/POS name/NN -LRB-/-LRB- ''/JJ dog/NN ''/'' AVUN/NNP -RRB-/-RRB- and/CC residence/NN -LRB-/-LRB- ''/VBN horse/NN so/RB bridle/RB ''/'' -RRB-/-RRB- ./.","det(image-2, The-1) nsubj(draws-14, image-2) case(bat-5, of-3) det(bat-5, a-4) nmod:of(image-2, bat-5) acl(image-2, suspended-7) case(saddle-12, from-8) det(horse-10, the-9) nmod:poss(saddle-12, horse-10) case(horse-10, 's-11) nmod:from(suspended-7, saddle-12) root(ROOT-0, draws-14) compound:prt(draws-14, together-15) det(features-19, the-16) amod(features-19, essential-17) nummod(features-19, identifying-18) dobj(draws-14, features-19) case(ancestor-23, of-20) nmod:poss(ancestor-23, your-21) amod(ancestor-23, sponsoring-22) nmod:of(features-19, ancestor-23) mark(incorporates-33, since-25) det(word-27, the-26) nsubj(incorporates-33, word-27) case(bat-29, for-28) nmod:for(word-27, bat-29) appos(bat-29, avunso-31) advcl(draws-14, incorporates-33) det(phonemes-35, the-34) dobj(incorporates-33, phonemes-35) acl(phonemes-35, linked-36) case(name-42, to-37) dep(name-42, both-38) det(ancestor-40, this-39) nmod:poss(name-42, ancestor-40) case(ancestor-40, 's-41) nmod:to(linked-36, name-42) amod(AVUN-47, ''-44) compound(AVUN-47, dog-45) dep(phonemes-35, AVUN-47) cc(phonemes-35, and-49) dobj(incorporates-33, residence-50) conj:and(phonemes-35, residence-50) dep(residence-50, ''-52) dobj(''-52, horse-53) advmod(''-52, so-54) advmod(''-52, bridle-55)  ",dog,45,"compound(AVUN-47, dog-45) ","ancestor 's name ( "" dog "" AVUN ) and residence",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['AVUN'],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Another dog , this one white and shown barking , will be observed decorating your "" spirit house "" at Djegbe palace by the late-nineteenth-century English traveler , J.","Another/DT dog/NN ,/, this/DT one/NN white/JJ and/CC shown/VBN barking/VBG ,/, will/MD be/VB observed/VBN decorating/VBG your/PRP$ ''/'' spirit/NN house/NN ''/'' at/IN Djegbe/NNP palace/NNP by/IN the/DT late-nineteenth-century/JJ English/JJ traveler/NN ,/, J./NNP","det(dog-2, Another-1) nsubjpass(observed-13, dog-2) det(one-5, this-4) appos(dog-2, one-5) amod(one-5, white-6) cc(white-6, and-7) amod(one-5, shown-8) conj:and(white-6, shown-8) xcomp(shown-8, barking-9) aux(observed-13, will-11) auxpass(observed-13, be-12) root(ROOT-0, observed-13) xcomp(observed-13, decorating-14) dobj(decorating-14, your-15) compound(house-18, spirit-17) dobj(decorating-14, house-18) case(palace-22, at-20) compound(palace-22, Djegbe-21) nmod:at(house-18, palace-22) case(traveler-27, by-23) det(traveler-27, the-24) amod(traveler-27, late-nineteenth-century-25) amod(traveler-27, English-26) nmod:by(palace-22, traveler-27) appos(traveler-27, J.-29)  ",dog,2,"det(dog-2, Another-1) appos(dog-2, one-5) nsubjpass(observed-13, dog-2) ","Another dog , this one white and",NN,[],observed,VBN,subject,observed,observe,,,[],[],[],[],[],['Another'],other,[],[],[],[],[],[],[],[],[],[],"['modified', 'one']",[],['one'],[],[],,,singular,linked,ambiguous,[],unknown,unknown
From yet another direction a third dog would join the conversation .,From/IN yet/RB another/DT direction/NN a/DT third/JJ dog/NN would/MD join/VB the/DT conversation/NN ./.,"case(direction-4, From-1) advmod(direction-4, yet-2) det(direction-4, another-3) nmod:from(join-9, direction-4) det(dog-7, a-5) amod(dog-7, third-6) nsubj(join-9, dog-7) aux(join-9, would-8) root(ROOT-0, join-9) det(conversation-11, the-10) dobj(join-9, conversation-11)  ",dog,7,"det(dog-7, a-5) amod(dog-7, third-6) nsubj(join-9, dog-7) ",yet another direction a third dog would join the conversation .,NN,[],join,VB,subject,join,join,,,[],[],[],[],[],['a'],indefinite article,[],[],[],[],['third'],[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,ambiguous,['A+N'],countable,unknown
In a short while all the dogs in Port-au-Prince and its rural environs would be barking together .,In/IN a/DT short/JJ while/NN all/PDT the/DT dogs/NNS in/IN Port-au-Prince/NNP and/CC its/PRP$ rural/JJ environs/NNS would/MD be/VB barking/VBG together/RB ./.,"case(while-4, In-1) det(while-4, a-2) amod(while-4, short-3) nmod:in(barking-16, while-4) det:predet(dogs-7, all-5) det(dogs-7, the-6) nsubj(barking-16, dogs-7) case(Port-au-Prince-9, in-8) nmod:in(dogs-7, Port-au-Prince-9) cc(Port-au-Prince-9, and-10) nmod:poss(environs-13, its-11) amod(environs-13, rural-12) nmod:in(dogs-7, environs-13) conj:and(Port-au-Prince-9, environs-13) aux(barking-16, would-14) aux(barking-16, be-15) root(ROOT-0, barking-16) advmod(barking-16, together-17)  ",dogs,7,"det:predet(dogs-7, all-5) det(dogs-7, the-6) nmod:in(dogs-7, Port-au-Prince-9) nmod:in(dogs-7, environs-13) nsubj(barking-16, dogs-7) ",a short while all the dogs in Port-au-Prince and its rural,NNS,[],would,MD,subject,would,would,,,[],"[('in', 'environs')]",['in'],[],['environs'],"['all', 'the']",definite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"He is identified by his begging and the evocative quality of his music with the organ grinder , by his fall from a moving vehicle and his skin condition with Charles 's flaking plaster curate , by his role as Homais 's victim with Hippolyte , by his grotesque mime with the novel 's dogs , by his position as the last male for whom Emma spares a thought with the novel 's lovers , real and imagined .","He/PRP is/VBZ identified/VBN by/IN his/PRP$ begging/NN and/CC the/DT evocative/JJ quality/NN of/IN his/PRP$ music/NN with/IN the/DT organ/NN grinder/NN ,/, by/IN his/PRP$ fall/NN from/IN a/DT moving/VBG vehicle/NN and/CC his/PRP$ skin/NN condition/NN with/IN Charles/NNP 's/POS flaking/JJ plaster/NN curate/NN ,/, by/IN his/PRP$ role/NN as/IN Homais/NNP 's/POS victim/NN with/IN Hippolyte/NNP ,/, by/IN his/PRP$ grotesque/JJ mime/NN with/IN the/DT novel/NN 's/POS dogs/NNS ,/, by/IN his/PRP$ position/NN as/IN the/DT last/JJ male/NN for/IN whom/WP Emma/NNP spares/VBZ a/DT thought/NN with/IN the/DT novel/NN 's/POS lovers/NNS ,/, real/JJ and/CC imagined/VBD ./.","nsubj(identified-3, He-1) nsubj(imagined-78, He-1) aux(identified-3, is-2) root(ROOT-0, identified-3) case(begging-6, by-4) nmod:poss(begging-6, his-5) nmod:by(identified-3, begging-6) cc(identified-3, and-7) det(quality-10, the-8) amod(quality-10, evocative-9) conj:and(identified-3, quality-10) case(music-13, of-11) nmod:poss(music-13, his-12) nmod:of(quality-10, music-13) case(grinder-17, with-14) det(grinder-17, the-15) compound(grinder-17, organ-16) nmod:with(quality-10, grinder-17) case(fall-21, by-19) nmod:poss(fall-21, his-20) nmod:by(identified-3, fall-21) case(vehicle-25, from-22) det(vehicle-25, a-23) amod(vehicle-25, moving-24) nmod:from(fall-21, vehicle-25) cc(identified-3, and-26) nmod:poss(condition-29, his-27) compound(condition-29, skin-28) conj:and(identified-3, condition-29) case(curate-35, with-30) nmod:poss(curate-35, Charles-31) case(Charles-31, 's-32) amod(curate-35, flaking-33) compound(curate-35, plaster-34) nmod:with(condition-29, curate-35) case(role-39, by-37) nmod:poss(role-39, his-38) dep(identified-3, role-39) case(victim-43, as-40) nmod:poss(victim-43, Homais-41) case(Homais-41, 's-42) nmod:as(role-39, victim-43) case(Hippolyte-45, with-44) nmod:with(role-39, Hippolyte-45) case(mime-50, by-47) nmod:poss(mime-50, his-48) amod(mime-50, grotesque-49) dep(identified-3, mime-50) case(dogs-55, with-51) det(novel-53, the-52) nmod:poss(dogs-55, novel-53) case(novel-53, 's-54) nmod:with(mime-50, dogs-55) case(position-59, by-57) nmod:poss(position-59, his-58) nmod:by(identified-3, position-59) case(male-63, as-60) det(male-63, the-61) amod(male-63, last-62) nmod:as(position-59, male-63) mark(spares-67, for-64) dobj(real-76, whom-65) nsubj(spares-67, Emma-66) acl(male-63, spares-67) det(thought-69, a-68) dobj(spares-67, thought-69) case(lovers-74, with-70) det(novel-72, the-71) nmod:poss(lovers-74, novel-72) case(novel-72, 's-73) nmod:with(spares-67, lovers-74) xcomp(spares-67, real-76) cc(identified-3, and-77) conj:and(identified-3, imagined-78)  ",dogs,55,"case(dogs-55, with-51) nmod:poss(dogs-55, novel-53) nmod:with(mime-50, dogs-55) ","mime with the novel 's dogs , by his position as",NNS,[],,,,,,,,,"[('with', 'mime')]",['with'],['mime'],[],[],,[],[],[],[],[],[],['novel'],[],['with'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"Furthermore , he parodies the anaphora of pulp style and yet makes his point to advance the plot of his own story : <p> They used dogs .","Furthermore/RB ,/, he/PRP parodies/VBZ the/DT anaphora/NN of/IN pulp/NN style/NN and/CC yet/RB makes/VBZ his/PRP$ point/NN to/TO advance/VB the/DT plot/NN of/IN his/PRP$ own/JJ story/NN :/: <p>/RB They/PRP used/VBD dogs/NNS ./.","advmod(parodies-4, Furthermore-1) nsubj(parodies-4, he-3) nsubj(makes-12, he-3) root(ROOT-0, parodies-4) det(anaphora-6, the-5) dobj(parodies-4, anaphora-6) case(style-9, of-7) compound(style-9, pulp-8) nmod:of(anaphora-6, style-9) cc(parodies-4, and-10) advmod(makes-12, yet-11) conj:and(parodies-4, makes-12) nmod:poss(point-14, his-13) dobj(makes-12, point-14) mark(advance-16, to-15) acl(point-14, advance-16) det(plot-18, the-17) dobj(advance-16, plot-18) case(story-22, of-19) nmod:poss(story-22, his-20) amod(story-22, own-21) nmod:of(plot-18, story-22) advmod(used-26, <p>-24) nsubj(used-26, They-25) parataxis(parodies-4, used-26) dobj(used-26, dogs-27)  ",dogs,27,"dobj(used-26, dogs-27) ",story : <p> They used dogs .,NNS,[],used,VBD,object,,,used,use,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"In the third paragraph of Ellison 's "" A Boy and His Dog , "" using a vulgar pun , Vic says to Blood , his telepathic dog , "" Come on son of a bitch .","In/IN the/DT third/JJ paragraph/NN of/IN Ellison/NNP 's/POS ''/'' A/DT Boy/NN and/CC His/PRP$ Dog/NN ,/, ''/'' using/VBG a/DT vulgar/NN pun/NN ,/, Vic/NNP says/VBZ to/TO Blood/NNP ,/, his/PRP$ telepathic/JJ dog/NN ,/, ''/'' Come/VBN on/IN son/NN of/IN a/DT bitch/NN ./.","case(paragraph-4, In-1) det(paragraph-4, the-2) amod(paragraph-4, third-3) nmod:in(says-22, paragraph-4) case(Ellison-6, of-5) nmod:'s(paragraph-4, Ellison-6) case(Ellison-6, 's-7) det(Boy-10, A-9) dep(paragraph-4, Boy-10) cc(Boy-10, and-11) nmod:poss(Dog-13, His-12) dep(paragraph-4, Dog-13) conj:and(Boy-10, Dog-13) acl(Dog-13, using-16) det(pun-19, a-17) compound(pun-19, vulgar-18) dobj(using-16, pun-19) nsubj(says-22, Vic-21) root(ROOT-0, says-22) case(Blood-24, to-23) nmod:to(says-22, Blood-24) nmod:poss(dog-28, his-26) amod(dog-28, telepathic-27) appos(Blood-24, dog-28) case(son-33, Come-31) case(son-33, on-32) advcl:come(says-22, son-33) case(bitch-36, of-34) det(bitch-36, a-35) nmod:of(son-33, bitch-36)  ",dog,28,"nmod:poss(dog-28, his-26) amod(dog-28, telepathic-27) appos(Blood-24, dog-28) ","to Blood , his telepathic dog , "" Come on son",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],['telepathic'],[],['his'],[],[],[],"['modifier', 'Blood']",['Blood'],[],[],[],,,singular,linked,,[],unknown,unknown
"His conclusion is "" A boy loves his dog "" -- enough to kill his girlfriend and feed her to the dog .",His/PRP$ conclusion/NN is/VBZ ''/'' A/DT boy/NN loves/VBP his/PRP$ dog/NN ''/'' --/: enough/RB to/TO kill/VB his/PRP$ girlfriend/NN and/CC feed/VB her/PRP to/TO the/DT dog/NN ./.,"nmod:poss(conclusion-2, His-1) nsubj(is-3, conclusion-2) dep(loves-7, is-3) det(boy-6, A-5) nsubj(loves-7, boy-6) root(ROOT-0, loves-7) nmod:poss(dog-9, his-8) dobj(loves-7, dog-9) dep(loves-7, enough-12) mark(kill-14, to-13) dep(enough-12, kill-14) nmod:poss(girlfriend-16, his-15) dobj(kill-14, girlfriend-16) cc(kill-14, and-17) dep(enough-12, feed-18) conj:and(kill-14, feed-18) dobj(feed-18, her-19) case(dog-22, to-20) det(dog-22, the-21) nmod:to(feed-18, dog-22)  ",dog,9,"nmod:poss(dog-9, his-8) dobj(loves-7, dog-9) ",""" A boy loves his dog "" -- enough to kill",NN,[],loves,VBP,object,,,loves,love,[],[],[],[],[],[],,[],[],[],[],[],[],['his'],[],[],[],[],[],[],[],[],,,singular,bare singular,plural,['EX-PL'],countable,unknown
"His conclusion is "" A boy loves his dog "" -- enough to kill his girlfriend and feed her to the dog .",His/PRP$ conclusion/NN is/VBZ ''/'' A/DT boy/NN loves/VBP his/PRP$ dog/NN ''/'' --/: enough/RB to/TO kill/VB his/PRP$ girlfriend/NN and/CC feed/VB her/PRP to/TO the/DT dog/NN ./.,"nmod:poss(conclusion-2, His-1) nsubj(is-3, conclusion-2) dep(loves-7, is-3) det(boy-6, A-5) nsubj(loves-7, boy-6) root(ROOT-0, loves-7) nmod:poss(dog-9, his-8) dobj(loves-7, dog-9) dep(loves-7, enough-12) mark(kill-14, to-13) dep(enough-12, kill-14) nmod:poss(girlfriend-16, his-15) dobj(kill-14, girlfriend-16) cc(kill-14, and-17) dep(enough-12, feed-18) conj:and(kill-14, feed-18) dobj(feed-18, her-19) case(dog-22, to-20) det(dog-22, the-21) nmod:to(feed-18, dog-22)  ",dog,22,"case(dog-22, to-20) det(dog-22, the-21) nmod:to(feed-18, dog-22) ",and feed her to the dog .,NN,[],,,,,,,,,"[('to', 'feed')]",['to'],['feed'],[],['the'],definite article,[],[],[],[],[],[],[],[],['to'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
The Europeans ' large dogs ran before them and with uncontrolled violence tore through the Taino warriors .,The/DT Europeans/NNPS '/POS large/JJ dogs/NNS ran/VBD before/IN them/PRP and/CC with/IN uncontrolled/JJ violence/NN tore/NNS through/IN the/DT Taino/NNP warriors/NNS ./.,"det(Europeans-2, The-1) nmod:poss(dogs-5, Europeans-2) case(Europeans-2, '-3) amod(dogs-5, large-4) nsubj(ran-6, dogs-5) nsubj(ran-6', dogs-5) root(ROOT-0, ran-6) conj:and(ran-6, ran-6') case(them-8, before-7) nmod:before(ran-6, them-8) cc(ran-6, and-9) case(tore-13, with-10) amod(tore-13, uncontrolled-11) compound(tore-13, violence-12) nmod:with(ran-6', tore-13) case(warriors-17, through-14) det(warriors-17, the-15) compound(warriors-17, Taino-16) nmod:through(ran-6, warriors-17)  ",dogs,5,"nmod:poss(dogs-5, Europeans-2) amod(dogs-5, large-4) nsubj(ran-6, dogs-5) ",The Europeans ' large dogs ran before them and with,NNS,[],ran,VBD,subject,ran,run,,,[],[],[],[],[],[],,[],[],[],[],['large'],[],['Europeans'],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"Maurice 's dog squawks as we all close in swiftly on the fruitful corner , with encouraging noises for the sharp-eyed novice .","Maurice/NNP 's/POS dog/NN squawks/VBZ as/IN we/PRP all/RB close/VB in/RP swiftly/RB on/IN the/DT fruitful/JJ corner/NN ,/, with/IN encouraging/VBG noises/NNS for/IN the/DT sharp-eyed/JJ novice/NN ./.","nmod:poss(dog-3, Maurice-1) case(Maurice-1, 's-2) nsubj(squawks-4, dog-3) root(ROOT-0, squawks-4) mark(close-8, as-5) nsubj(close-8, we-6) advmod(close-8, all-7) advcl(squawks-4, close-8) compound:prt(close-8, in-9) advmod(close-8, swiftly-10) case(corner-14, on-11) det(corner-14, the-12) amod(corner-14, fruitful-13) nmod:on(close-8, corner-14) mark(encouraging-17, with-16) advcl(close-8, encouraging-17) dobj(encouraging-17, noises-18) case(novice-22, for-19) det(novice-22, the-20) amod(novice-22, sharp-eyed-21) nmod:for(encouraging-17, novice-22)  ",dog,3,"nmod:poss(dog-3, Maurice-1) nsubj(squawks-4, dog-3) ",Maurice 's dog squawks as we all close,NN,[],squawks,VBZ,subject,squawks,squawk,,,[],[],[],[],[],[],,[],[],[],[],[],[],['Maurice'],[],[],[],[],[],[],[],[],,,singular,bare singular,singular,[],unknown,unknown
