sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"This gives the capability of DRAM chip-kill correction on the fly , without impact to the running application .","This/DT gives/VBZ the/DT capability/NN of/IN DRAM/NNP chip-kill/JJ correction/NN on/IN the/DT fly/NN ,/, without/IN impact/NN to/TO the/DT running/VBG application/NN ./."," nsubj(gives-2, This-1) root(ROOT-0, gives-2) det(capability-4, the-3) iobj(gives-2, capability-4) case(DRAM-6, of-5) nmod:of(capability-4, DRAM-6) amod(correction-8, chip-kill-7) dobj(gives-2, correction-8) case(fly-11, on-9) det(fly-11, the-10) nmod:on(gives-2, fly-11) case(impact-14, without-13) nmod:without(fly-11, impact-14) case(application-18, to-15) det(application-18, the-16) amod(application-18, running-17) nmod:to(impact-14, application-18)  ",fly,11,"case(fly-11, on-9) det(fly-11, the-10) nmod:without(fly-11, impact-14) nmod:on(gives-2, fly-11) ","DRAM chip-kill correction on the fly , without impact to the",NN,[],,,,,"[('without', 'impact'), ('on', 'gives')]","['without', 'on']",['gives'],['impact'],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
"Error correction in all cases is provided "" on the fly , "" with no additional access penalty .","Error/JJ correction/NN in/IN all/DT cases/NNS is/VBZ provided/VBN ''/'' on/IN the/DT fly/NN ,/, ''/'' with/IN no/DT additional/JJ access/NN penalty/NN ./."," amod(correction-2, Error-1) nsubjpass(provided-7, correction-2) case(cases-5, in-3) det(cases-5, all-4) nmod:in(correction-2, cases-5) auxpass(provided-7, is-6) root(ROOT-0, provided-7) case(fly-11, on-9) det(fly-11, the-10) nmod:on(provided-7, fly-11) case(penalty-18, with-14) neg(penalty-18, no-15) amod(penalty-18, additional-16) compound(penalty-18, access-17) nmod:with(fly-11, penalty-18)  ",fly,11,"case(fly-11, on-9) det(fly-11, the-10) nmod:with(fly-11, penalty-18) nmod:on(provided-7, fly-11) ","is provided "" on the fly , "" with no additional",NN,[],,,,,"[('with', 'penalty'), ('on', 'provided')]","['with', 'on']",['provided'],['penalty'],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
"The whole family watched me catch my first redfish just off Mobile Bay , and I caught my first fish on a fly under the approving eye of my mother .","The/DT whole/JJ family/NN watched/VBD me/PRP catch/VB my/PRP$ first/JJ redfish/NN just/RB off/IN Mobile/NNP Bay/NNP ,/, and/CC I/PRP caught/VBD my/PRP$ first/JJ fish/NN on/IN a/DT fly/NN under/IN the/DT approving/JJ eye/NN of/IN my/PRP$ mother/NN ./."," det(family-3, The-1) amod(family-3, whole-2) nsubj(watched-4, family-3) root(ROOT-0, watched-4) nsubj(catch-6, me-5) ccomp(watched-4, catch-6) nmod:poss(redfish-9, my-7) amod(redfish-9, first-8) dobj(catch-6, redfish-9) advmod(catch-6, just-10) case(Bay-13, off-11) compound(Bay-13, Mobile-12) nmod:off(catch-6, Bay-13) cc(watched-4, and-15) nsubj(caught-17, I-16) conj:and(watched-4, caught-17) nmod:poss(fish-20, my-18) amod(fish-20, first-19) dobj(caught-17, fish-20) case(fly-23, on-21) det(fly-23, a-22) nmod:on(caught-17, fly-23) case(eye-27, under-24) det(eye-27, the-25) amod(eye-27, approving-26) nmod:under(caught-17, eye-27) case(mother-30, of-28) nmod:poss(mother-30, my-29) nmod:of(eye-27, mother-30)  ",fly,23,"case(fly-23, on-21) det(fly-23, a-22) nmod:on(caught-17, fly-23) ",my first fish on a fly under the approving eye of,NN,[],,,,,"[('on', 'caught')]",['on'],['caught'],[],['a'],[],[],[],[],[],[],['on'],[],[],[],[],a,unit,singular,,A+N,countable,unknown
</P> Circle 194 on Reader Service Card </P> PRE-FORMATTED Processes all types of fly ash and dust regardless of chemical composition .,</P>/NNP Circle/NNP 194/NNP on/IN Reader/NNP Service/NNP Card/NNP </P>/NNP PRE-FORMATTED/NNP Processes/VBZ all/DT types/NNS of/IN fly/NN ash/NN and/CC dust/NN regardless/RB of/IN chemical/NN composition/NN ./.," compound(194-3, </P>-1) compound(194-3, Circle-2) nsubj(Processes-10, 194-3) case(PRE-FORMATTED-9, on-4) compound(PRE-FORMATTED-9, Reader-5) compound(PRE-FORMATTED-9, Service-6) compound(PRE-FORMATTED-9, Card-7) compound(PRE-FORMATTED-9, </P>-8) nmod:on(194-3, PRE-FORMATTED-9) root(ROOT-0, Processes-10) det(types-12, all-11) dobj(Processes-10, types-12) case(ash-15, of-13) compound(ash-15, fly-14) nmod:of(types-12, ash-15) cc(ash-15, and-16) nmod:of(types-12, dust-17) conj:and(ash-15, dust-17) case(composition-21, regardless-18) mwe(regardless-18, of-19) compound(composition-21, chemical-20) nmod:regardless_of(Processes-10, composition-21)  ",fly,14,"compound(ash-15, fly-14) ",PRE-FORMATTED Processes all types of fly ash and dust regardless of,NN,[],,,,,[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
The KE series power-lock shaft/hub locking device has been designed to eliminate specially machined seats and guides while providing power to secure driven components to a shaft without cos fly machining and centering operations .,The/DT KE/NNP series/NN power-lock/NN shaft/hub/NN locking/VBG device/NN has/VBZ been/VBN designed/VBN to/TO eliminate/VB specially/RB machined/JJ seats/NNS and/CC guides/NNS while/IN providing/VBG power/NN to/TO secure/VB driven/VBN components/NNS to/TO a/DT shaft/NN without/IN cos/NN fly/NN machining/NN and/CC centering/VBG operations/NNS ./.," det(shaft/hub-5, The-1) compound(shaft/hub-5, KE-2) compound(shaft/hub-5, series-3) compound(shaft/hub-5, power-lock-4) nsubjpass(designed-10, shaft/hub-5) nsubj(eliminate-12, shaft/hub-5) acl(shaft/hub-5, locking-6) dobj(locking-6, device-7) aux(designed-10, has-8) auxpass(designed-10, been-9) root(ROOT-0, designed-10) mark(eliminate-12, to-11) xcomp(designed-10, eliminate-12) advmod(machined-14, specially-13) amod(seats-15, machined-14) dobj(eliminate-12, seats-15) cc(seats-15, and-16) dobj(eliminate-12, guides-17) conj:and(seats-15, guides-17) mark(providing-19, while-18) advcl(eliminate-12, providing-19) dobj(providing-19, power-20) mark(secure-22, to-21) advcl(providing-19, secure-22) dep(secure-22, driven-23) dobj(driven-23, components-24) case(shaft-27, to-25) det(shaft-27, a-26) nmod:to(driven-23, shaft-27) case(machining-31, without-28) compound(machining-31, cos-29) compound(machining-31, fly-30) nmod:without(driven-23, machining-31) cc(providing-19, and-32) advcl(eliminate-12, centering-33) conj:and(providing-19, centering-33) dobj(centering-33, operations-34)  ",fly,30,"compound(machining-31, fly-30) ",to a shaft without cos fly machining and centering operations .,NN,[],,,,,[],[],[],[],[],[],['machining'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"The emphasis is on interactivity : empowering engineers to go beyond visualizing last week 's model to actually changing component designs on the fly and evaluating , in real time , the impact of those changes on the ability to assemble , use , and maintain the complete product or system .","The/DT emphasis/NN is/VBZ on/IN interactivity/NN :/: empowering/VBG engineers/NNS to/TO go/VB beyond/IN visualizing/VBG last/JJ week/NN 's/POS model/NN to/TO actually/RB changing/VBG component/NN designs/NNS on/IN the/DT fly/NN and/CC evaluating/VBG ,/, in/IN real/JJ time/NN ,/, the/DT impact/NN of/IN those/DT changes/NNS on/IN the/DT ability/NN to/TO assemble/VB ,/, use/VB ,/, and/CC maintain/VB the/DT complete/JJ product/NN or/CC system/NN ./."," det(emphasis-2, The-1) nsubj(interactivity-5, emphasis-2) cop(interactivity-5, is-3) case(interactivity-5, on-4) root(ROOT-0, interactivity-5) parataxis(interactivity-5, empowering-7) dobj(empowering-7, engineers-8) mark(go-10, to-9) advcl(empowering-7, go-10) mark(visualizing-12, beyond-11) advcl(go-10, visualizing-12) amod(week-14, last-13) nmod:poss(model-16, week-14) case(week-14, 's-15) dobj(visualizing-12, model-16) mark(changing-19, to-17) advmod(changing-19, actually-18) advcl(visualizing-12, changing-19) compound(designs-21, component-20) dobj(changing-19, designs-21) case(fly-24, on-22) det(fly-24, the-23) nmod:on(changing-19, fly-24) cc(changing-19, and-25) advcl(visualizing-12, evaluating-26) conj:and(changing-19, evaluating-26) case(time-30, in-28) amod(time-30, real-29) nmod:in(evaluating-26, time-30) det(impact-33, the-32) dobj(evaluating-26, impact-33) case(changes-36, of-34) det(changes-36, those-35) nmod:of(impact-33, changes-36) case(ability-39, on-37) det(ability-39, the-38) nmod:on(changes-36, ability-39) mark(assemble-41, to-40) acl(ability-39, assemble-41) acl(ability-39, use-43) conj:and(assemble-41, use-43) cc(assemble-41, and-45) acl(ability-39, maintain-46) conj:and(assemble-41, maintain-46) det(product-49, the-47) amod(product-49, complete-48) dobj(assemble-41, product-49) cc(product-49, or-50) dobj(assemble-41, system-51) conj:or(product-49, system-51)  ",fly,24,"case(fly-24, on-22) det(fly-24, the-23) nmod:on(changing-19, fly-24) ","changing component designs on the fly and evaluating , in real",NN,[],,,,,"[('on', 'changing')]",['on'],['changing'],[],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
"As a result , engineers can now make changes in component designs and -- after determining the impact on the part 's structural integrity and manufacturability -- determine on the fly how those changes will affect how the product is operated or serviced , for example . ""","As/IN a/DT result/NN ,/, engineers/NNS can/MD now/RB make/VB changes/NNS in/IN component/NN designs/NNS and/CC --/: after/IN determining/VBG the/DT impact/NN on/IN the/DT part/NN 's/POS structural/JJ integrity/NN and/CC manufacturability/RB --/: determine/VB on/IN the/DT fly/NN how/WRB those/DT changes/NNS will/MD affect/VB how/WRB the/DT product/NN is/VBZ operated/VBN or/CC serviced/VBN ,/, for/IN example/NN ./. ''/''"," case(result-3, As-1) det(result-3, a-2) nmod:as(make-8, result-3) nsubj(make-8, engineers-5) nsubj(determine-28, engineers-5) aux(make-8, can-6) advmod(make-8, now-7) root(ROOT-0, make-8) dobj(make-8, changes-9) case(designs-12, in-10) compound(designs-12, component-11) nmod:in(make-8, designs-12) cc(make-8, and-13) case(determining-16, after-15) dep(make-8, determining-16) det(impact-18, the-17) dobj(determining-16, impact-18) case(integrity-24, on-19) det(part-21, the-20) nmod:poss(integrity-24, part-21) case(part-21, 's-22) amod(integrity-24, structural-23) nmod:on(determining-16, integrity-24) cc(determining-16, and-25) dep(make-8, manufacturability-26) conj:and(determining-16, manufacturability-26) conj:and(make-8, determine-28) case(fly-31, on-29) det(fly-31, the-30) nmod:on(determine-28, fly-31) advmod(affect-36, how-32) det(changes-34, those-33) nsubj(affect-36, changes-34) aux(affect-36, will-35) ccomp(determine-28, affect-36) advmod(operated-41, how-37) det(product-39, the-38) nsubjpass(operated-41, product-39) nsubjpass(serviced-43, product-39) auxpass(operated-41, is-40) ccomp(affect-36, operated-41) cc(operated-41, or-42) ccomp(affect-36, serviced-43) conj:or(operated-41, serviced-43) case(example-46, for-45) nmod:for(make-8, example-46)  ",fly,31,"case(fly-31, on-29) det(fly-31, the-30) nmod:on(determine-28, fly-31) ",manufacturability -- determine on the fly how those changes will affect,NN,[],,,,,"[('on', 'determine')]",['on'],['determine'],[],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
"<p> The fruit fly has retrotransposons rather than typical telomeres at its chromosome tips . """,<p>/RB The/DT fruit/NN fly/NN has/VBZ retrotransposons/NNS rather/RB than/IN typical/JJ telomeres/NNS at/IN its/PRP$ chromosome/NN tips/NNS ./. ''/''," advmod(has-5, <p>-1) det(fly-4, The-2) compound(fly-4, fruit-3) nsubj(has-5, fly-4) root(ROOT-0, has-5) dobj(has-5, retrotransposons-6) cc(retrotransposons-6, rather-7) mwe(rather-7, than-8) amod(telomeres-10, typical-9) dobj(has-5, telomeres-10) conj:negcc(retrotransposons-6, telomeres-10) case(tips-14, at-11) nmod:poss(tips-14, its-12) compound(tips-14, chromosome-13) nmod:at(has-5, tips-14)  ",fly,4,"det(fly-4, The-2) compound(fly-4, fruit-3) nsubj(has-5, fly-4) ",<p> The fruit fly has retrotransposons rather than typical,NN,[],has,VBZ,subject,[],[],[],[],[],['The'],[],['fruit'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"For instance : What course of action must a player take if they dive for a fly ball hit to them and they knowingly trap the ball but the umpire calls the hitter out Must the sport manager succumb to the pressures and play an injured player in , the win-at-all-costs of the championship game if they know it is not in the best interest of the player ?","For/IN instance/NN :/: What/WDT course/NN of/IN action/NN must/MD a/DT player/NN take/VB if/IN they/PRP dive/VBZ for/IN a/DT fly/NN ball/NN hit/VBN to/TO them/PRP and/CC they/PRP knowingly/RB trap/VBZ the/DT ball/NN but/CC the/DT umpire/NN calls/VBZ the/DT hitter/NN out/RP Must/MD the/DT sport/NN manager/NN succumb/VB to/TO the/DT pressures/NNS and/CC play/VB an/DT injured/JJ player/NN in/RB ,/, the/DT win-at-all-costs/NNS of/IN the/DT championship/NN game/NN if/IN they/PRP know/VBP it/PRP is/VBZ not/RB in/IN the/DT best/JJS interest/NN of/IN the/DT player/NN ?/."," case(instance-2, For-1) root(ROOT-0, instance-2) det(course-5, What-4) dobj(take-11, course-5) case(action-7, of-6) nmod:of(course-5, action-7) aux(take-11, must-8) det(player-10, a-9) nsubj(take-11, player-10) dep(instance-2, take-11) mark(dive-14, if-12) nsubj(dive-14, they-13) advcl(take-11, dive-14) case(ball-18, for-15) det(ball-18, a-16) compound(ball-18, fly-17) nmod:for(dive-14, ball-18) acl(ball-18, hit-19) case(them-21, to-20) nmod:to(hit-19, them-21) cc(dive-14, and-22) nsubj(trap-25, they-23) advmod(trap-25, knowingly-24) advcl(take-11, trap-25) conj:and(dive-14, trap-25) det(ball-27, the-26) dobj(trap-25, ball-27) cc(trap-25, but-28) det(umpire-30, the-29) nsubj(calls-31, umpire-30) conj:and(dive-14, calls-31) conj:but(trap-25, calls-31) det(hitter-33, the-32) dobj(calls-31, hitter-33) compound:prt(calls-31, out-34) aux(succumb-39, Must-35) det(manager-38, the-36) compound(manager-38, sport-37) nsubj(succumb-39, manager-38) nsubj(play-44, manager-38) dep(take-11, succumb-39) case(pressures-42, to-40) det(pressures-42, the-41) nmod:to(succumb-39, pressures-42) cc(succumb-39, and-43) dep(take-11, play-44) conj:and(succumb-39, play-44) det(player-47, an-45) amod(player-47, injured-46) dobj(play-44, player-47) advmod(play-44, in-48) det(win-at-all-costs-51, the-50) dobj(play-44, win-at-all-costs-51) case(game-55, of-52) det(game-55, the-53) compound(game-55, championship-54) nmod:of(win-at-all-costs-51, game-55) mark(know-58, if-56) nsubj(know-58, they-57) advcl(play-44, know-58) nsubj(interest-65, it-59) cop(interest-65, is-60) neg(interest-65, not-61) case(interest-65, in-62) det(interest-65, the-63) amod(interest-65, best-64) ccomp(know-58, interest-65) case(player-68, of-66) det(player-68, the-67) dep(take-11, player-68)  ",fly,17,"compound(ball-18, fly-17) ",if they dive for a fly ball hit to them and,NN,[],,,,,[],[],[],[],[],[],['ball'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"The conversational context has led to what Clark ( 1983 ) called "" nonce sense "" ; the pair has created a momentary agreement , on the fly , with each other -- what Brennan and Clark ( 1996 ) have called a "" conceptual pact "" At least sometimes , sentence meaning is n't simply made up of the combination of the meanings of its parts ; rather , it is constituted with contextual information available only from the act of referring .","The/DT conversational/JJ context/NN has/VBZ led/VBN to/TO what/WP Clark/NNP -LRB-/-LRB- 1983/CD -RRB-/-RRB- called/VBD ''/'' nonce/JJ sense/NN ''/'' ;/: the/DT pair/NN has/VBZ created/VBN a/DT momentary/JJ agreement/NN ,/, on/IN the/DT fly/NN ,/, with/IN each/DT other/JJ --/: what/WP Brennan/NNP and/CC Clark/NNP -LRB-/-LRB- 1996/CD -RRB-/-RRB- have/VBP called/VBN a/SYM ''/'' conceptual/JJ pact/NN ''/'' At/IN least/JJS sometimes/RB ,/, sentence/NN meaning/NN is/VBZ n't/RB simply/RB made/VBN up/RP of/IN the/DT combination/NN of/IN the/DT meanings/NNS of/IN its/PRP$ parts/NNS ;/: rather/RB ,/, it/PRP is/VBZ constituted/VBD with/IN contextual/JJ information/NN available/JJ only/RB from/IN the/DT act/NN of/IN referring/VBG ./."," det(context-3, The-1) amod(context-3, conversational-2) nsubj(led-5, context-3) aux(led-5, has-4) root(ROOT-0, led-5) mark(called-12, to-6) dobj(called-12, what-7) nsubj(called-12, Clark-8) appos(Clark-8, 1983-10) advcl(led-5, called-12) amod(sense-15, nonce-14) dobj(called-12, sense-15) det(pair-19, the-18) nsubj(created-21, pair-19) aux(created-21, has-20) parataxis(led-5, created-21) det(agreement-24, a-22) amod(agreement-24, momentary-23) dobj(created-21, agreement-24) case(fly-28, on-26) det(fly-28, the-27) nmod:on(agreement-24, fly-28) case(other-32, with-30) det(other-32, each-31) nmod:with(created-21, other-32) dobj(called-42, what-34) nsubj(called-42, Brennan-35) cc(Brennan-35, and-36) conj:and(Brennan-35, Clark-37) nsubj(called-42, Clark-37) appos(Brennan-35, 1996-39) aux(called-42, have-41) parataxis(created-21, called-42) dobj(called-42, a-43) amod(pact-46, conceptual-45) nsubj(constituted-73, pact-46) dep(sometimes-50, At-48) mwe(At-48, least-49) advmod(made-57, sometimes-50) compound(meaning-53, sentence-52) nsubjpass(made-57, meaning-53) auxpass(made-57, is-54) neg(made-57, n't-55) advmod(made-57, simply-56) acl:relcl(pact-46, made-57) compound:prt(made-57, up-58) case(combination-61, of-59) det(combination-61, the-60) nmod:of(made-57, combination-61) case(meanings-64, of-62) det(meanings-64, the-63) nmod:of(combination-61, meanings-64) case(parts-67, of-65) nmod:poss(parts-67, its-66) nmod:of(meanings-64, parts-67) advmod(is-72, rather-69) nsubj(is-72, it-71) parataxis(made-57, is-72) acl:relcl(a-43, constituted-73) case(information-76, with-74) amod(information-76, contextual-75) nmod:with(constituted-73, information-76) xcomp(constituted-73, available-77) advmod(constituted-73, only-78) case(act-81, from-79) det(act-81, the-80) nmod:from(a-43, act-81) mark(referring-83, of-82) acl(act-81, referring-83)  ",fly,28,"case(fly-28, on-26) det(fly-28, the-27) nmod:on(agreement-24, fly-28) ","momentary agreement , on the fly , with each other --",NN,[],,,,,"[('on', 'agreement')]",['on'],['agreement'],[],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
"The role of monitoring airfields ( in Bosnia-Hercegovina , Croatia , and the republic of Yugoslavia ) was also added to implement the "" no fly zone "" and to observe violations of the arms embargo and economic sanctions.","The/DT role/NN of/IN monitoring/NN airfields/NNS -LRB-/-LRB- in/IN Bosnia-Hercegovina/NNP ,/, Croatia/NNP ,/, and/CC the/DT republic/NN of/IN Yugoslavia/NNP -RRB-/-RRB- was/VBD also/RB added/VBN to/TO implement/VB the/DT ''/'' no/DT fly/NN zone/NN ''/'' and/CC to/TO observe/VB violations/NNS of/IN the/DT arms/NNS embargo/NN and/CC economic/JJ sanctions/NNS ./."," det(role-2, The-1) nsubjpass(added-20, role-2) case(airfields-5, of-3) compound(airfields-5, monitoring-4) nmod:of(role-2, airfields-5) case(Bosnia-Hercegovina-8, in-7) nmod:in(role-2, Bosnia-Hercegovina-8) nmod:in(role-2, Croatia-10) conj:and(Bosnia-Hercegovina-8, Croatia-10) cc(Bosnia-Hercegovina-8, and-12) det(republic-14, the-13) nmod:in(role-2, republic-14) conj:and(Bosnia-Hercegovina-8, republic-14) case(Yugoslavia-16, of-15) nmod:of(republic-14, Yugoslavia-16) auxpass(added-20, was-18) advmod(added-20, also-19) root(ROOT-0, added-20) mark(implement-22, to-21) ccomp(added-20, implement-22) advmod(implement-22, the-23) neg(zone-27, no-25) compound(zone-27, fly-26) dobj(implement-22, zone-27) cc(implement-22, and-29) mark(observe-31, to-30) ccomp(added-20, observe-31) conj:and(implement-22, observe-31) dobj(observe-31, violations-32) case(embargo-36, of-33) det(embargo-36, the-34) compound(embargo-36, arms-35) nmod:of(violations-32, embargo-36) cc(embargo-36, and-37) amod(sanctions-39, economic-38) nmod:of(violations-32, sanctions-39) conj:and(embargo-36, sanctions-39)  ",fly,26,"compound(zone-27, fly-26) ","to implement the "" no fly zone "" and to observe",NN,[],implement,VB,object,[],[],[],[],[],[],[],['zone'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
