sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"First , some key signatures are perceived as being "" easy keys "" ( like C ) and "" difficult keys "" ( like C-sharp ) when , in actuality , the musical intervals could be exactly the same .","First/RB ,/, some/DT key/JJ signatures/NNS are/VBP perceived/VBN as/RB being/JJ ''/'' easy/JJ keys/NNS ''/'' -LRB-/-LRB- like/IN C/NNP -RRB-/-RRB- and/NNP ''/'' difficult/JJ keys/NNS ''/'' -LRB-/-LRB- like/IN C-sharp/NN -RRB-/-RRB- when/WRB ,/, in/IN actuality/NN ,/, the/DT musical/JJ intervals/NNS could/MD be/VB exactly/RB the/DT same/JJ ./."," advmod(perceived-7, First-1) det(signatures-5, some-3) amod(signatures-5, key-4) nsubjpass(perceived-7, signatures-5) auxpass(perceived-7, are-6) root(ROOT-0, perceived-7) advmod(keys-12, as-8) amod(keys-12, being-9) amod(keys-12, easy-11) nsubj(keys-21, keys-12) case(C-16, like-15) nmod:like(keys-12, C-16) dep(keys-12, and-18) amod(keys-21, difficult-20) xcomp(perceived-7, keys-21) case(C-sharp-25, like-24) nmod:like(keys-21, C-sharp-25) advmod(same-39, when-27) case(actuality-30, in-29) nmod:in(same-39, actuality-30) det(intervals-34, the-32) amod(intervals-34, musical-33) nsubj(same-39, intervals-34) aux(same-39, could-35) cop(same-39, be-36) advmod(same-39, exactly-37) det(same-39, the-38) acl:relcl(keys-21, same-39)  ",keys,12,"advmod(keys-12, as-8) amod(keys-12, being-9) amod(keys-12, easy-11) nmod:like(keys-12, C-16) dep(keys-12, and-18) nsubj(keys-21, keys-12) ","perceived as being "" easy keys "" ( like C )",NNS,[],,,subject,[],"[('like', 'C')]",['like'],[],['C'],[],[],[],"['being', 'easy']",[],[],[],[],['as'],[],,,plural,,,unknown
"First , some key signatures are perceived as being "" easy keys "" ( like C ) and "" difficult keys "" ( like C-sharp ) when , in actuality , the musical intervals could be exactly the same .","First/RB ,/, some/DT key/JJ signatures/NNS are/VBP perceived/VBN as/RB being/JJ ''/'' easy/JJ keys/NNS ''/'' -LRB-/-LRB- like/IN C/NNP -RRB-/-RRB- and/NNP ''/'' difficult/JJ keys/NNS ''/'' -LRB-/-LRB- like/IN C-sharp/NN -RRB-/-RRB- when/WRB ,/, in/IN actuality/NN ,/, the/DT musical/JJ intervals/NNS could/MD be/VB exactly/RB the/DT same/JJ ./."," advmod(perceived-7, First-1) det(signatures-5, some-3) amod(signatures-5, key-4) nsubjpass(perceived-7, signatures-5) auxpass(perceived-7, are-6) root(ROOT-0, perceived-7) advmod(keys-12, as-8) amod(keys-12, being-9) amod(keys-12, easy-11) nsubj(keys-21, keys-12) case(C-16, like-15) nmod:like(keys-12, C-16) dep(keys-12, and-18) amod(keys-21, difficult-20) xcomp(perceived-7, keys-21) case(C-sharp-25, like-24) nmod:like(keys-21, C-sharp-25) advmod(same-39, when-27) case(actuality-30, in-29) nmod:in(same-39, actuality-30) det(intervals-34, the-32) amod(intervals-34, musical-33) nsubj(same-39, intervals-34) aux(same-39, could-35) cop(same-39, be-36) advmod(same-39, exactly-37) det(same-39, the-38) acl:relcl(keys-21, same-39)  ",keys,21,"nsubj(keys-21, keys-12) amod(keys-21, difficult-20) nmod:like(keys-21, C-sharp-25) acl:relcl(keys-21, same-39) xcomp(perceived-7, keys-21) ","C ) and "" difficult keys "" ( like C-sharp )",NNS,[],,,object,[],[],[],[],[],[],[],[],['difficult'],[],[],[],[],[],[],,,plural,,,unknown
"Intervals between notes can not be determined locally ; instead , readers must rely on their knowledge and memory of the key and clef they are playing in .","Intervals/NNS between/IN notes/NNS can/MD not/RB be/VB determined/VBN locally/RB ;/: instead/RB ,/, readers/NNS must/MD rely/VB on/IN their/PRP$ knowledge/NN and/CC memory/NN of/IN the/DT key/NN and/CC clef/VB they/PRP are/VBP playing/VBG in/RP ./."," nsubjpass(determined-7, Intervals-1) case(notes-3, between-2) nmod:between(Intervals-1, notes-3) aux(determined-7, can-4) neg(determined-7, not-5) auxpass(determined-7, be-6) root(ROOT-0, determined-7) advmod(determined-7, locally-8) advmod(rely-14, instead-10) nsubj(rely-14, readers-12) nsubj(clef-24, readers-12) aux(rely-14, must-13) parataxis(determined-7, rely-14) case(knowledge-17, on-15) nmod:poss(knowledge-17, their-16) nmod:on(rely-14, knowledge-17) cc(knowledge-17, and-18) nmod:on(rely-14, memory-19) conj:and(knowledge-17, memory-19) case(key-22, of-20) det(key-22, the-21) nmod:of(knowledge-17, key-22) cc(rely-14, and-23) parataxis(determined-7, clef-24) conj:and(rely-14, clef-24) nsubj(playing-27, they-25) aux(playing-27, are-26) ccomp(clef-24, playing-27) compound:prt(playing-27, in-28)  ",key,22,"case(key-22, of-20) det(key-22, the-21) nmod:of(knowledge-17, key-22) ",knowledge and memory of the key and clef they are playing,NN,[],,,,,"[('of', 'knowledge')]",['of'],['knowledge'],[],['the'],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
"Not far in the future , a conductor may be able to have a score electronically transposed into any notation system he or she prefers , in concert key .","Not/RB far/RB in/IN the/DT future/NN ,/, a/DT conductor/NN may/MD be/VB able/JJ to/TO have/VB a/DT score/NN electronically/RB transposed/JJ into/IN any/DT notation/NN system/NN he/PRP or/CC she/PRP prefers/VBZ ,/, in/IN concert/NN key/NN ./."," dep(far-2, Not-1) advmod(future-5, far-2) case(future-5, in-3) det(future-5, the-4) nmod:in(able-11, future-5) det(conductor-8, a-7) nsubj(able-11, conductor-8) nsubj(have-13, conductor-8) aux(able-11, may-9) cop(able-11, be-10) root(ROOT-0, able-11) mark(have-13, to-12) xcomp(able-11, have-13) det(score-15, a-14) nsubj(transposed-17, score-15) advmod(transposed-17, electronically-16) xcomp(have-13, transposed-17) case(system-21, into-18) det(system-21, any-19) compound(system-21, notation-20) nmod:into(have-13, system-21) nsubj(prefers-25, he-22) cc(he-22, or-23) conj:or(he-22, she-24) nsubj(prefers-25, she-24) acl:relcl(system-21, prefers-25) case(key-29, in-27) compound(key-29, concert-28) nmod:in(have-13, key-29)  ",key,29,"case(key-29, in-27) compound(key-29, concert-28) nmod:in(have-13, key-29) ","she prefers , in concert key .",NN,[],,,,,"[('in', 'have')]",['in'],['have'],[],[],[],['concert'],[],[],[],[],['in'],[],[],,,singular,,,unknown
The notes are placed horizontally relative to the keys on the piano .,The/DT notes/NNS are/VBP placed/VBN horizontally/RB relative/JJ to/TO the/DT keys/NNS on/IN the/DT piano/NN ./.," det(notes-2, The-1) nsubjpass(placed-4, notes-2) auxpass(placed-4, are-3) root(ROOT-0, placed-4) advmod(placed-4, horizontally-5) advmod(keys-9, relative-6) case(keys-9, to-7) det(keys-9, the-8) nmod:to(placed-4, keys-9) case(piano-12, on-10) det(piano-12, the-11) nmod:on(keys-9, piano-12)  ",keys,9,"advmod(keys-9, relative-6) case(keys-9, to-7) det(keys-9, the-8) nmod:on(keys-9, piano-12) nmod:to(placed-4, keys-9) ",placed horizontally relative to the keys on the piano .,NNS,[],,,,,"[('on', 'piano'), ('to', 'placed')]","['on', 'to']",['placed'],['piano'],['the'],[],[],[],[],[],[],['to'],['relative'],[],,,plural,,,unknown
The notes between the lines are always white ( or open ) and represent the white keys on the keyboard ( naturals ) .,The/DT notes/NNS between/IN the/DT lines/NNS are/VBP always/RB white/JJ -LRB-/-LRB- or/CC open/VBP -RRB-/-RRB- and/CC represent/VBP the/DT white/JJ keys/NNS on/IN the/DT keyboard/NN -LRB-/-LRB- naturals/NNS -RRB-/-RRB- ./.," det(notes-2, The-1) nsubj(white-8, notes-2) nsubj(represent-14, notes-2) case(lines-5, between-3) det(lines-5, the-4) nmod:between(notes-2, lines-5) cop(white-8, are-6) advmod(white-8, always-7) root(ROOT-0, white-8) cc(open-11, or-10) dep(white-8, open-11) cc(white-8, and-13) conj:and(white-8, represent-14) det(keys-17, the-15) amod(keys-17, white-16) dobj(represent-14, keys-17) case(keyboard-20, on-18) det(keyboard-20, the-19) nmod:on(keys-17, keyboard-20) appos(keyboard-20, naturals-22)  ",keys,17,"det(keys-17, the-15) amod(keys-17, white-16) nmod:on(keys-17, keyboard-20) dobj(represent-14, keys-17) ",) and represent the white keys on the keyboard ( naturals,NNS,[],represent,VBP,object,[],"[('on', 'keyboard')]",['on'],[],['keyboard'],['the'],[],[],['white'],[],[],[],[],[],[],,,plural,plural,,unknown
"Some adaptation of foreign religion , possibly as a key to Portuguese wealth and arms , certainly occurred in Esigie 's reign , although it may not have followed orthodox conventions .","Some/DT adaptation/NN of/IN foreign/JJ religion/NN ,/, possibly/RB as/IN a/DT key/NN to/TO Portuguese/VB wealth/NN and/CC arms/NNS ,/, certainly/RB occurred/VBD in/IN Esigie/NNP 's/POS reign/NN ,/, although/IN it/PRP may/MD not/RB have/VB followed/VBN orthodox/JJ conventions/NNS ./."," det(adaptation-2, Some-1) nsubj(occurred-18, adaptation-2) case(religion-5, of-3) amod(religion-5, foreign-4) nmod:of(adaptation-2, religion-5) advmod(adaptation-2, possibly-7) amod(adaptation-2, as-8) det(key-10, a-9) dep(adaptation-2, key-10) mark(Portuguese-12, to-11) acl(key-10, Portuguese-12) dobj(Portuguese-12, wealth-13) cc(wealth-13, and-14) dobj(Portuguese-12, arms-15) conj:and(wealth-13, arms-15) advmod(occurred-18, certainly-17) root(ROOT-0, occurred-18) case(reign-22, in-19) nmod:poss(reign-22, Esigie-20) case(Esigie-20, 's-21) nmod:in(occurred-18, reign-22) mark(followed-29, although-24) nsubj(followed-29, it-25) aux(followed-29, may-26) neg(followed-29, not-27) aux(followed-29, have-28) advcl(occurred-18, followed-29) amod(conventions-31, orthodox-30) dobj(followed-29, conventions-31)  ",key,10,"det(key-10, a-9) acl(key-10, Portuguese-12) dep(adaptation-2, key-10) ","religion , possibly as a key to Portuguese wealth and arms",NN,[],,,,,[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],a,unit,singular,,A+N,countable
<p> How seriously the SECAC policy statement is used and implemented will be the key to its success .,<p>/NN How/WRB seriously/RB the/DT SECAC/NNP policy/NN statement/NN is/VBZ used/VBN and/CC implemented/VBN will/MD be/VB the/DT key/NN to/TO its/PRP$ success/NN ./.," nsubj(key-15, <p>-1) advmod(used-9, How-2) advmod(used-9, seriously-3) det(statement-7, the-4) compound(statement-7, SECAC-5) compound(statement-7, policy-6) nsubjpass(used-9, statement-7) nsubjpass(implemented-11, statement-7) auxpass(used-9, is-8) dep(<p>-1, used-9) cc(used-9, and-10) dep(<p>-1, implemented-11) conj:and(used-9, implemented-11) aux(key-15, will-12) cop(key-15, be-13) det(key-15, the-14) root(ROOT-0, key-15) case(success-18, to-16) nmod:poss(success-18, its-17) nmod:to(key-15, success-18)  ",key,15,"nsubj(key-15, <p>-1) aux(key-15, will-12) cop(key-15, be-13) det(key-15, the-14) nmod:to(key-15, success-18) root(ROOT-0, key-15) ",and implemented will be the key to its success .,NN,[],,,,,"[('to', 'success')]",['to'],[],['success'],['the'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown
"That was something new for those who played the tune on the piano ; after all , they hardly knew what emerged from the keys they pressed , but apparently it did n't bother them particularly that "" false "" notes occurred in between , and the children were utterly preoccupied by the improvisation process itself .","That/DT was/VBD something/NN new/JJ for/IN those/DT who/WP played/VBD the/DT tune/NN on/IN the/DT piano/NN ;/: after/IN all/DT ,/, they/PRP hardly/RB knew/VBD what/WP emerged/VBD from/IN the/DT keys/NNS they/PRP pressed/VBD ,/, but/CC apparently/RB it/PRP did/VBD n't/RB bother/VB them/PRP particularly/RB that/IN ''/'' false/JJ ''/'' notes/NNS occurred/VBN in/IN between/IN ,/, and/CC the/DT children/NNS were/VBD utterly/RB preoccupied/VBN by/IN the/DT improvisation/NN process/NN itself/PRP ./."," nsubj(something-3, That-1) cop(something-3, was-2) root(ROOT-0, something-3) amod(something-3, new-4) case(those-6, for-5) nmod:for(something-3, those-6) nsubj(played-8, those-6) ref(those-6, who-7) acl:relcl(those-6, played-8) det(tune-10, the-9) dobj(played-8, tune-10) case(piano-13, on-11) det(piano-13, the-12) nmod:on(played-8, piano-13) case(all-16, after-15) nmod:after(knew-20, all-16) nsubj(knew-20, they-18) advmod(knew-20, hardly-19) parataxis(something-3, knew-20) nsubj(emerged-22, what-21) ccomp(knew-20, emerged-22) case(keys-25, from-23) det(keys-25, the-24) nmod:from(emerged-22, keys-25) nsubj(pressed-27, they-26) ccomp(emerged-22, pressed-27) cc(knew-20, but-29) advmod(bother-34, apparently-30) nsubj(bother-34, it-31) aux(bother-34, did-32) neg(bother-34, n't-33) parataxis(something-3, bother-34) conj:but(knew-20, bother-34) dobj(bother-34, them-35) advmod(notes-41, particularly-36) case(notes-41, that-37) amod(notes-41, false-39) nmod:that(bother-34, notes-41) acl(notes-41, occurred-42) advcl(occurred-42, in-43) mwe(in-43, between-44) cc(bother-34, and-46) det(children-48, the-47) nsubjpass(preoccupied-51, children-48) auxpass(preoccupied-51, were-49) advmod(preoccupied-51, utterly-50) conj:but(knew-20, preoccupied-51) conj:and(bother-34, preoccupied-51) case(process-55, by-52) det(process-55, the-53) compound(process-55, improvisation-54) nmod:by(preoccupied-51, process-55) advmod(process-55, itself-56)  ",keys,25,"case(keys-25, from-23) det(keys-25, the-24) nmod:from(emerged-22, keys-25) ","knew what emerged from the keys they pressed , but apparently",NNS,[],,,,,"[('from', 'emerged')]",['from'],['emerged'],[],['the'],[],[],[],[],[],[],['from'],[],[],,,plural,,,unknown
"Preben Meulengracht Sorensen has observed about Gunnlaugr that "" the author 's introduction serves as the reader 's key to an understanding of the characters , their reactions , and conduct .","Preben/NNP Meulengracht/NNP Sorensen/NNP has/VBZ observed/VBN about/IN Gunnlaugr/NNP that/DT ''/'' the/DT author/NN 's/POS introduction/NN serves/VBZ as/IN the/DT reader/NN 's/POS key/NN to/TO an/DT understanding/NN of/IN the/DT characters/NNS ,/, their/PRP$ reactions/NNS ,/, and/CC conduct/NN ./."," compound(Sorensen-3, Preben-1) compound(Sorensen-3, Meulengracht-2) nsubj(observed-5, Sorensen-3) aux(observed-5, has-4) root(ROOT-0, observed-5) case(Gunnlaugr-7, about-6) nmod:about(observed-5, Gunnlaugr-7) dobj(observed-5, that-8) det(author-11, the-10) nmod:poss(introduction-13, author-11) case(author-11, 's-12) nsubj(serves-14, introduction-13) acl:relcl(that-8, serves-14) case(key-19, as-15) det(reader-17, the-16) nmod:poss(key-19, reader-17) case(reader-17, 's-18) nmod:as(serves-14, key-19) case(understanding-22, to-20) det(understanding-22, an-21) nmod:to(serves-14, understanding-22) case(characters-25, of-23) det(characters-25, the-24) nmod:of(understanding-22, characters-25) nmod:poss(reactions-28, their-27) nmod:of(understanding-22, reactions-28) conj:and(characters-25, reactions-28) cc(characters-25, and-30) nmod:of(understanding-22, conduct-31) conj:and(characters-25, conduct-31)  ",key,19,"case(key-19, as-15) nmod:poss(key-19, reader-17) nmod:as(serves-14, key-19) ",serves as the reader 's key to an understanding of the,NN,[],,,,,"[('as', 'serves')]",['as'],['serves'],[],[],[],[],[],[],['reader'],[],['as'],[],[],,,singular,,,unknown
One of the keys to the DNA 'S success has been its ability to present itself as a nationalist party and form sustained electoral alliances based on that national orientation .,One/CD of/IN the/DT keys/NNS to/TO the/DT DNA/NN 'S/POS success/NN has/VBZ been/VBN its/PRP$ ability/NN to/TO present/VB itself/PRP as/IN a/DT nationalist/JJ party/NN and/CC form/VB sustained/JJ electoral/JJ alliances/NNS based/VBN on/IN that/DT national/JJ orientation/NN ./.," nsubj(ability-13, One-1) case(keys-4, of-2) det(keys-4, the-3) nmod:of(One-1, keys-4) case(success-9, to-5) det(DNA-7, the-6) nmod:poss(success-9, DNA-7) case(DNA-7, 'S-8) nmod:to(keys-4, success-9) aux(ability-13, has-10) cop(ability-13, been-11) nmod:poss(ability-13, its-12) root(ROOT-0, ability-13) mark(present-15, to-14) acl(ability-13, present-15) dobj(present-15, itself-16) case(party-20, as-17) det(party-20, a-18) amod(party-20, nationalist-19) nmod:as(present-15, party-20) cc(present-15, and-21) acl(ability-13, form-22) conj:and(present-15, form-22) amod(alliances-25, sustained-23) amod(alliances-25, electoral-24) dobj(form-22, alliances-25) case(orientation-30, based-26) mwe(based-26, on-27) det(orientation-30, that-28) amod(orientation-30, national-29) advcl:based_on(form-22, orientation-30)  ",keys,4,"case(keys-4, of-2) det(keys-4, the-3) nmod:to(keys-4, success-9) nmod:of(One-1, keys-4) ",One of the keys to the DNA 'S success,NNS,[],,,,,"[('to', 'success'), ('of', 'One')]","['to', 'of']",['One'],['success'],['the'],[],[],[],[],[],[],['of'],[],[],,,plural,,,unknown
"Here the difficult word Trauersl , which has no adequate English translation , and which has a general and a more esoteric meaning in German , provides a possible key .","Here/RB the/DT difficult/JJ word/NN Trauersl/NN ,/, which/WDT has/VBZ no/DT adequate/JJ English/JJ translation/NN ,/, and/CC which/WDT has/VBZ a/DT general/NN and/CC a/DT more/JJR esoteric/JJ meaning/NN in/IN German/NNP ,/, provides/VBZ a/DT possible/JJ key/NN ./."," advmod(provides-27, Here-1) det(Trauersl-5, the-2) amod(Trauersl-5, difficult-3) compound(Trauersl-5, word-4) nsubj(has-8, Trauersl-5) nsubj(provides-27, Trauersl-5) ref(Trauersl-5, which-7) acl:relcl(Trauersl-5, has-8) neg(translation-12, no-9) amod(translation-12, adequate-10) amod(translation-12, English-11) dobj(has-8, translation-12) cc(translation-12, and-14) nsubj(has-16, which-15) dobj(has-8, has-16) conj:and(translation-12, has-16) det(general-18, a-17) dobj(has-16, general-18) cc(general-18, and-19) det(meaning-23, a-20) amod(meaning-23, more-21) amod(meaning-23, esoteric-22) dobj(has-16, meaning-23) conj:and(general-18, meaning-23) case(German-25, in-24) nmod:in(meaning-23, German-25) root(ROOT-0, provides-27) det(key-30, a-28) amod(key-30, possible-29) dobj(provides-27, key-30)  ",key,30,"det(key-30, a-28) amod(key-30, possible-29) dobj(provides-27, key-30) ","German , provides a possible key .",NN,[],provides,VBZ,object,[],[],[],[],[],['a'],[],[],['possible'],[],[],[],[],[],[],a,unit,singular,singular,A+N,countable
